Company_ID,Date,Sector,Total_Energy_Consumption_kWh,Renewable_Energy_Consumption_kWh,NonRenewable_Energy_Consumption_kWh,Production_Output_Units,Supply_Chain_Transport_km,Supply_Chain_Transport_Mode,Raw_Material_Usage_kg,Carbon_Emission_tCO2e_TARGET,Energy_Cost_USD,Carbon_Tax_USD,Process_Efficiency_Percent,Employment_Count,Public_Acceptance_Index,Carbon_Reduction_Strategy,Strategy_Implementation_Cost_USD,Expected_Carbon_Reduction_Percent,Expected_Renewable_Share_Percent,Social_Impact_Score,Industry_Sectors
C034,2024-11-03,IT,120978.12,65140.65,55837.47,2568.86,2667.87,Rail,44889.93,23.8775,13243.43,509.85,91.2,4140,0.64,Carbon Tax Compliance,284149.96,7.68,64.51,0.7,Steel Manufacturing
C034,2024-11-04,IT,86469.72,10621.9,75847.82,9875.18,4934.83,Truck,79187.56,34.5769,5934.39,727.22,77.52,3011,0.61,Process Reengineering,410207.26,9.79,25.78,0.41,Cement Production
C034,2024-11-05,IT,73406.23,32192.98,41213.25,2347.39,2873.28,Truck,58833.51,19.0819,5452.15,530.64,69.29,2226,0.76,Process Reengineering,134433.74,11.53,56.53,0.57,Automotive Industry
C034,2024-11-06,IT,123625.66,33042.07,90583.59,1245.09,1112.02,Rail,58266.11,31.7516,12711.27,639.24,78.18,750,0.86,Carbon Tax Compliance,485363.22,12.01,45.87,0.54,Logistics
C034,2024-11-07,IT,94703.04,22088.71,72614.33,4428.72,4002.36,Rail,21429.92,25.4514,8042.39,1201.56,94.72,1579,0.61,Renewable Adoption,147820.5,5.35,38.8,0.74,Steel Manufacturing
C034,2024-11-08,IT,86070.74,11826.91,74243.83,5722.26,3244.74,Ship,25351.07,27.7707,5071.22,919.39,90.74,4447,0.39,Carbon Tax Compliance,202281.55,10.83,28.11,0.78,Cement Production
C034,2024-11-09,IT,75098.95,12039.24,63059.71,3872.8,1409.47,Truck,36265.82,22.7685,7352.11,1130.97,88.58,4007,0.86,Carbon Tax Compliance,153578.05,15.09,21.84,0.91,Automotive Industry
C034,2024-11-10,IT,78498.26,42392.37,36105.89,8949.46,3502.82,Truck,40523.44,12.4289,9200.05,283.51,76.13,3826,0.5,Efficiency Upgrade,498808.91,19.44,69.06,0.84,Logistics
C034,2024-11-11,IT,147248.6,31975.23,115273.37,6299.53,2236.31,Ship,33349.59,45.2047,15739.83,1184.38,79.98,556,0.48,Efficiency Upgrade,377452.51,14.18,30.54,0.46,Steel Manufacturing
C034,2024-11-12,IT,54732.56,13359.54,41373.02,1934.49,3969.53,Ship,23504.37,19.3688,4750.99,942.52,65.04,2213,0.42,Efficiency Upgrade,289503.74,9.61,43.16,0.54,Cement Production
C034,2024-11-13,IT,87896.57,22178.14,65718.43,2854.44,994.27,Rail,15047.14,27.5732,4645.99,744.66,89.2,2635,0.54,Efficiency Upgrade,161556.76,18.44,42.35,0.57,Automotive Industry
C034,2024-11-14,IT,77004.45,42444.47,34559.98,2242.75,2747.51,Air,68137.67,15.3209,7522.22,678.58,92.62,2028,0.64,Process Reengineering,106786.96,11.38,74.92,0.91,Logistics
C034,2024-11-15,IT,84916.76,28514.26,56402.5,3036.03,2768.5,Truck,17705.92,19.1659,9236.47,704.19,88.48,4276,0.43,Efficiency Upgrade,245041.54,7.33,49.75,0.79,Steel Manufacturing
C034,2024-11-16,IT,58248.44,26068.52,32179.92,1928.55,2355.38,Rail,35320.08,12.1964,3541.56,591.42,94.4,1007,0.71,Process Reengineering,208951.81,5.58,60.22,0.64,Cement Production
C034,2024-11-17,IT,113235.52,18420.75,94814.77,1925.4,3297.7,Ship,31630.0,46.5517,13563.76,1590.99,70.32,3165,0.32,Renewable Adoption,271842.1,16.95,28.37,0.83,Automotive Industry
C034,2024-11-18,IT,188059.98,58947.58,129112.4,2061.89,779.99,Truck,73447.48,61.2426,10264.28,2776.42,68.74,2938,0.56,Renewable Adoption,321916.96,11.52,42.8,0.94,Logistics
C034,2024-11-19,IT,90507.31,45870.32,44636.99,2383.12,706.85,Rail,46357.08,19.4819,9773.65,562.44,66.31,1802,0.65,Renewable Adoption,420584.89,5.9,66.5,0.84,Steel Manufacturing
C034,2024-11-20,IT,162479.61,40351.5,122128.11,9489.4,2173.72,Truck,51694.05,41.0551,12903.28,1149.96,83.34,4771,0.56,Efficiency Upgrade,170656.45,6.68,40.2,0.66,Cement Production
C034,2024-11-21,IT,153845.75,69132.16,84713.59,9036.65,4233.49,Truck,70615.26,41.7563,11315.52,1815.25,82.95,1903,0.4,Renewable Adoption,367310.39,6.21,51.72,0.94,Automotive Industry
C034,2024-11-22,IT,86331.31,51151.84,35179.47,6579.21,2689.52,Ship,55924.71,12.1321,7922.36,510.06,75.13,4902,0.42,Carbon Tax Compliance,458323.11,17.78,70.28,0.54,Logistics
C034,2024-11-23,IT,56472.87,7628.38,48844.49,2288.96,3123.45,Rail,39955.43,22.5194,5979.34,890.34,83.24,1258,0.55,Renewable Adoption,446506.9,14.1,19.26,0.53,Steel Manufacturing
C034,2024-11-24,IT,115818.63,41413.66,74404.97,7849.61,1406.37,Rail,22872.39,36.7914,6119.76,1117.13,80.03,3103,0.37,Carbon Tax Compliance,349969.14,18.66,41.82,0.87,Cement Production
C034,2024-11-25,IT,139739.32,79855.39,59883.93,7300.55,3523.8,Truck,11725.22,27.2352,14790.23,877.99,86.39,2911,0.69,Carbon Tax Compliance,445961.03,10.66,65.09,0.9,Automotive Industry
C034,2024-11-26,IT,188080.37,110705.29,77375.08,4718.25,1790.48,Truck,20799.69,27.8079,19114.77,1070.06,61.97,1069,0.4,Efficiency Upgrade,326200.05,12.31,66.32,0.43,Logistics
C034,2024-11-27,IT,176120.78,86827.89,89292.89,2213.0,3049.34,Air,14844.21,32.1348,19785.35,1402.39,81.2,742,0.73,Efficiency Upgrade,375079.77,11.03,58.57,0.43,Steel Manufacturing
C034,2024-11-28,IT,170895.11,25341.47,145553.64,9720.64,2414.99,Truck,15526.27,48.9353,8839.42,2258.17,94.08,3716,0.69,Process Reengineering,461826.41,19.38,32.79,0.85,Cement Production
C034,2024-11-29,IT,153618.45,87912.72,65705.73,8618.47,4429.97,Truck,47448.94,27.3539,12219.6,796.98,90.82,4892,0.78,Carbon Tax Compliance,433941.93,17.07,63.24,0.42,Automotive Industry
C034,2024-11-30,IT,51404.11,24862.06,26542.05,8165.73,3825.26,Air,54003.66,8.0977,3206.73,258.77,69.37,1315,0.5,Process Reengineering,295346.39,8.82,66.66,0.72,Logistics
C034,2024-12-01,IT,103567.62,13298.07,90269.55,2564.81,993.63,Air,33809.55,44.0005,8079.73,1940.26,77.32,2179,0.45,Process Reengineering,368773.56,17.52,23.8,0.53,Steel Manufacturing
C034,2024-12-02,IT,98788.19,19550.2,79237.99,8409.27,3624.23,Truck,24837.22,32.0503,5574.09,836.37,73.59,666,0.46,Process Reengineering,476380.18,19.99,38.36,0.66,Cement Production
C034,2024-12-03,IT,105754.9,51453.72,54301.18,7089.3,4782.03,Ship,64512.25,23.677,10501.08,1054.32,78.19,2627,0.55,Carbon Tax Compliance,443314.07,17.96,54.07,0.88,Automotive Industry
C034,2024-12-04,IT,108669.36,30459.47,78209.89,5694.42,2782.22,Truck,67247.16,24.97,10867.24,1227.03,73.93,1500,0.53,Process Reengineering,279256.81,17.51,40.45,0.75,Logistics
C034,2024-12-05,IT,163577.41,26019.87,137557.54,9382.21,2620.2,Air,37397.13,53.6464,18835.94,2329.39,86.82,4605,0.5,Efficiency Upgrade,412030.44,21.31,35.05,0.46,Steel Manufacturing
C034,2024-12-06,IT,96703.91,35013.79,61690.12,2185.62,4937.72,Air,70281.21,26.2874,9683.94,562.29,60.73,2635,0.89,Efficiency Upgrade,411796.7,7.15,50.74,0.66,Cement Production
C034,2024-12-07,IT,91046.11,54124.05,36922.06,9269.9,4320.45,Rail,56366.58,16.0858,9460.25,388.08,71.26,3417,0.45,Renewable Adoption,117117.42,12.41,73.23,0.79,Automotive Industry
C034,2024-12-08,IT,138978.01,22025.3,116952.71,9949.77,1923.62,Air,74693.32,39.7942,13491.97,1319.56,85.04,3384,0.4,Process Reengineering,309060.61,20.08,33.26,0.66,Logistics
C034,2024-12-09,IT,173147.14,37609.31,135537.83,4637.85,1176.13,Air,61874.9,64.2841,19275.04,1508.0,87.47,3453,0.87,Efficiency Upgrade,455263.92,16.52,37.57,0.75,Steel Manufacturing
C034,2024-12-10,IT,156224.04,29553.85,126670.19,1620.02,543.77,Rail,28221.17,43.8818,12711.61,1766.52,89.77,4656,0.47,Process Reengineering,257628.1,10.61,29.7,0.69,Cement Production
C034,2024-12-11,IT,100127.98,25504.64,74623.34,6245.55,948.39,Air,41432.18,22.9653,6520.09,1136.09,89.56,1049,0.82,Carbon Tax Compliance,393750.14,13.59,38.29,0.46,Automotive Industry
C034,2024-12-12,IT,96475.32,19716.75,76758.57,9128.6,3862.0,Ship,15038.38,27.1052,8756.29,1251.62,85.62,4289,0.68,Efficiency Upgrade,194966.49,10.69,36.92,0.59,Logistics
C034,2024-12-13,IT,184236.05,66551.93,117684.12,2214.06,4187.34,Ship,39128.82,36.5506,12334.47,1723.0,87.94,2409,0.64,Process Reengineering,129531.48,13.53,46.43,0.72,Steel Manufacturing
C034,2024-12-14,IT,193487.67,28233.1,165254.57,2013.41,3665.34,Truck,13592.28,52.4417,18992.72,2520.18,68.19,2636,0.32,Carbon Tax Compliance,143840.3,7.24,25.42,0.68,Cement Production
C034,2024-12-15,IT,183759.27,57260.36,126498.91,3858.1,1461.62,Truck,41312.25,59.3402,12848.96,1306.39,74.73,2035,0.39,Efficiency Upgrade,457823.81,9.23,44.9,0.48,Automotive Industry
C034,2024-12-16,IT,133343.82,42648.59,90695.23,1649.91,4462.01,Ship,47079.68,38.9016,15693.34,950.69,87.09,4389,0.64,Carbon Tax Compliance,185436.62,21.12,39.84,0.92,Logistics
C034,2024-12-17,IT,161375.09,95802.08,65573.01,8758.05,1815.24,Ship,12199.24,25.8097,11748.08,918.35,92.21,2927,0.32,Carbon Tax Compliance,305892.64,10.52,78.56,0.64,Steel Manufacturing
C034,2024-12-18,IT,160858.47,25098.38,135760.09,3060.75,3925.79,Ship,62151.49,44.3053,12795.14,2129.02,60.31,3931,0.64,Process Reengineering,123534.4,19.71,25.04,0.4,Cement Production
C034,2024-12-19,IT,169823.12,35551.55,134271.57,3161.06,1221.11,Air,28336.4,50.6676,12993.55,1261.39,91.85,914,0.52,Process Reengineering,140326.64,16.39,32.43,0.67,Automotive Industry
C034,2024-12-20,IT,61444.52,7952.33,53492.19,9020.23,4954.18,Air,78304.3,23.0011,5253.63,625.4,91.0,4861,0.52,Renewable Adoption,486100.45,11.4,31.59,0.52,Logistics
C034,2024-12-21,IT,68398.32,16281.61,52116.71,6941.37,3701.35,Ship,73891.13,18.1083,4515.0,838.11,81.65,1614,0.4,Carbon Tax Compliance,291558.09,17.31,33.02,0.91,Steel Manufacturing
C034,2024-12-22,IT,68841.42,32673.49,36167.93,3007.45,3614.25,Air,71857.86,15.377,5867.0,578.25,84.23,3145,0.52,Process Reengineering,275483.59,6.64,57.3,0.43,Cement Production
C034,2024-12-23,IT,77815.45,30129.4,47686.05,1370.17,2301.35,Truck,21071.18,17.1385,8509.11,792.54,63.2,1887,0.52,Carbon Tax Compliance,408844.85,16.55,50.09,0.71,Automotive Industry
C034,2024-12-24,IT,111665.89,63129.3,48536.59,6747.49,4461.62,Ship,35864.02,21.3385,7527.74,866.78,82.29,2006,0.75,Carbon Tax Compliance,293780.48,19.3,66.39,0.91,Logistics
C034,2024-12-25,IT,103967.45,43717.18,60250.27,2786.88,1327.0,Rail,75174.77,22.612,12293.58,738.15,62.65,1369,0.95,Carbon Tax Compliance,200966.2,13.95,56.34,0.78,Steel Manufacturing
C034,2024-12-26,IT,55598.66,15649.99,39948.67,8261.54,1773.27,Air,19641.96,14.8151,6140.4,654.83,81.06,1456,0.75,Carbon Tax Compliance,307778.52,13.85,42.87,0.56,Cement Production
C034,2024-12-27,IT,185617.42,52205.65,133411.77,6794.98,4827.41,Truck,57011.33,50.3072,9676.04,2217.7,75.76,3212,0.31,Process Reengineering,368436.59,23.52,42.2,0.48,Automotive Industry
C034,2024-12-28,IT,152408.33,45703.73,106704.6,7029.27,4842.34,Truck,20201.93,46.8636,9182.68,1992.62,94.95,1839,0.94,Renewable Adoption,405667.64,20.14,38.91,0.77,Logistics
C034,2024-12-29,IT,102987.85,50938.74,52049.11,3800.78,2667.87,Rail,67773.55,18.819,11295.29,466.27,67.3,2860,0.64,Process Reengineering,109139.65,12.19,62.41,0.46,Steel Manufacturing
C034,2024-12-30,IT,103353.8,37922.02,65431.78,7156.36,4119.87,Rail,33541.98,22.6315,11247.26,1047.92,70.67,2197,0.69,Process Reengineering,368437.4,15.11,49.33,0.85,Cement Production
C035,2024-01-01,Energy,62478.77,18572.03,43906.74,5298.95,2481.48,Air,62659.06,19.9696,3289.07,604.95,71.64,1956,0.59,Efficiency Upgrade,310535.87,8.13,42.02,0.51,Automotive Industry
C035,2024-01-02,Energy,63865.61,25313.82,38551.79,7016.97,1896.51,Rail,33760.09,18.9082,5829.65,912.36,85.85,4754,0.5,Renewable Adoption,451586.2,17.19,44.97,0.82,Logistics
C035,2024-01-03,Energy,61552.33,18403.44,43148.89,5589.25,2114.05,Air,18531.72,17.3111,6948.52,417.27,74.37,2727,0.67,Process Reengineering,435525.14,21.02,41.93,0.4,Steel Manufacturing
C035,2024-01-04,Energy,156587.19,17249.42,139337.77,4793.95,3890.0,Air,17649.73,63.814,16384.46,1532.94,81.35,3796,0.72,Efficiency Upgrade,450244.82,17.83,27.77,0.72,Cement Production
C035,2024-01-05,Energy,162233.56,46948.79,115284.77,6855.48,3548.12,Rail,14918.17,54.2839,10199.5,1846.29,70.45,3097,0.39,Efficiency Upgrade,445727.58,5.15,47.96,0.55,Automotive Industry
C035,2024-01-06,Energy,142732.95,33675.68,109057.27,5267.33,3902.55,Truck,19453.73,33.8924,16342.3,1247.7,93.71,3315,0.46,Carbon Tax Compliance,345141.89,21.53,40.1,0.42,Logistics
C035,2024-01-07,Energy,178792.74,82364.16,96428.58,6241.99,921.67,Air,64811.36,45.5781,17401.72,2276.35,67.1,1998,0.59,Renewable Adoption,136257.08,23.2,63.24,0.83,Steel Manufacturing
C035,2024-01-08,Energy,186721.64,97765.63,88956.01,7267.28,1397.93,Ship,24095.74,32.0827,15199.53,1099.73,67.39,3354,0.88,Process Reengineering,307791.62,15.17,58.76,0.42,Cement Production
C035,2024-01-09,Energy,60061.67,23168.67,36893.0,8775.23,1020.89,Truck,60939.24,14.5416,6212.89,715.51,71.84,945,0.82,Carbon Tax Compliance,308638.17,11.59,43.87,0.42,Automotive Industry
C035,2024-01-10,Energy,191181.28,114082.78,77098.5,4130.48,4271.61,Ship,49394.67,25.8421,16416.46,626.45,75.37,535,0.94,Carbon Tax Compliance,262752.82,14.08,76.48,0.6,Logistics
C035,2024-01-11,Energy,120178.36,60339.81,59838.55,1819.98,3817.37,Truck,24230.9,21.769,10723.17,621.97,91.0,3353,0.87,Efficiency Upgrade,433586.43,7.06,58.78,0.78,Steel Manufacturing
C035,2024-01-12,Energy,94271.17,52333.37,41937.8,6504.13,1686.26,Truck,77727.45,14.9537,7813.19,497.56,79.57,4156,0.51,Efficiency Upgrade,378174.46,18.4,71.47,0.57,Cement Production
C035,2024-01-13,Energy,127729.68,22657.24,105072.44,6450.44,1820.77,Air,53215.16,37.4336,10069.89,870.79,78.54,2947,0.84,Efficiency Upgrade,184190.37,19.88,34.11,0.65,Automotive Industry
C035,2024-01-14,Energy,52985.42,13210.57,39774.85,9336.13,3150.19,Ship,11507.44,19.2335,5430.39,440.27,92.07,4143,0.44,Carbon Tax Compliance,410727.8,24.81,43.52,0.52,Logistics
C035,2024-01-15,Energy,151386.46,37842.34,113544.12,9251.54,4230.53,Air,63926.41,43.4757,12839.61,1372.39,92.18,1538,0.54,Carbon Tax Compliance,218812.12,19.29,33.69,0.95,Steel Manufacturing
C035,2024-01-16,Energy,143860.96,56845.45,87015.51,7719.58,2127.13,Ship,16816.42,30.4364,11923.79,1010.59,92.97,562,0.85,Efficiency Upgrade,269109.29,18.38,47.74,0.4,Cement Production
C035,2024-01-17,Energy,80300.52,46132.49,34168.03,1613.84,2729.33,Rail,53411.4,10.2513,5053.82,339.22,72.43,4293,0.84,Efficiency Upgrade,174083.59,5.26,76.34,0.8,Automotive Industry
C035,2024-01-18,Energy,140286.27,26297.9,113988.37,2777.89,4043.57,Air,42308.59,39.0091,7444.71,1644.52,82.12,983,0.7,Carbon Tax Compliance,495092.82,13.86,28.5,0.91,Logistics
C035,2024-01-19,Energy,91031.2,27823.75,63207.45,9820.44,1368.04,Rail,55266.12,30.1779,10540.67,680.87,60.63,3132,0.52,Renewable Adoption,116107.76,11.48,45.43,0.62,Steel Manufacturing
C035,2024-01-20,Energy,89226.45,46638.41,42588.04,3209.5,1893.7,Ship,11565.6,18.7044,5195.95,643.89,91.76,2381,0.91,Process Reengineering,219760.42,12.62,65.53,0.75,Cement Production
C035,2024-01-21,Energy,92039.35,53387.55,38651.8,7421.99,2567.74,Rail,21397.05,18.5723,5632.61,476.62,63.75,1991,0.48,Carbon Tax Compliance,338149.78,21.47,72.8,0.49,Automotive Industry
C035,2024-01-22,Energy,157696.25,31495.82,126200.43,6296.05,1075.15,Rail,30970.02,50.2179,14983.47,1884.34,77.59,4361,0.94,Efficiency Upgrade,282751.37,19.84,28.0,0.55,Logistics
C035,2024-01-23,Energy,85638.4,50779.03,34859.37,1188.65,893.33,Rail,18392.17,15.4364,7651.01,489.76,68.48,4352,0.73,Carbon Tax Compliance,152097.04,24.25,70.13,0.56,Steel Manufacturing
C035,2024-01-24,Energy,141792.01,32637.69,109154.32,8116.76,4654.22,Truck,73018.96,54.3405,16545.68,1728.34,84.63,1255,0.62,Renewable Adoption,296204.95,22.99,31.24,0.65,Cement Production
C035,2024-01-25,Energy,134401.19,33025.42,101375.77,1976.4,2213.64,Rail,79664.51,49.3638,7643.2,2221.44,69.54,3829,0.87,Efficiency Upgrade,491196.17,19.21,41.62,0.55,Automotive Industry
C035,2024-01-26,Energy,134487.82,63504.0,70983.82,6099.86,2381.38,Air,29501.9,27.6923,12832.06,1261.77,78.7,1811,0.47,Efficiency Upgrade,231717.61,22.73,64.63,0.84,Logistics
C035,2024-01-27,Energy,56042.56,22836.18,33206.38,6429.52,1546.69,Ship,32189.46,13.0029,4240.31,647.4,88.08,2980,0.31,Renewable Adoption,428424.33,10.91,57.1,0.41,Steel Manufacturing
C035,2024-01-28,Energy,177581.64,30898.13,146683.51,7523.54,3483.89,Air,43820.31,68.8618,14470.07,1555.34,61.13,3075,0.49,Carbon Tax Compliance,322602.15,9.63,35.13,0.88,Cement Production
C035,2024-01-29,Energy,72148.13,37259.44,34888.69,2610.68,1884.2,Truck,45946.03,11.6062,7541.91,384.88,73.72,3526,0.58,Renewable Adoption,240310.96,18.34,66.48,0.84,Automotive Industry
C035,2024-01-30,Energy,192494.7,99035.36,93459.34,5767.35,1429.88,Truck,73154.03,45.1035,20613.61,1611.42,88.83,3505,0.41,Efficiency Upgrade,142462.16,23.43,68.38,0.61,Logistics
C035,2024-01-31,Energy,56061.25,27419.37,28641.88,2647.13,2482.02,Truck,18002.4,12.9168,5036.11,342.94,73.42,1997,0.42,Renewable Adoption,453741.0,24.16,56.15,0.54,Steel Manufacturing
C035,2024-02-01,Energy,168383.32,69160.78,99222.54,8412.14,1971.54,Ship,37386.29,39.1576,10651.91,1119.07,93.34,688,0.55,Carbon Tax Compliance,408018.01,23.55,54.89,0.72,Cement Production
C035,2024-02-02,Energy,95026.31,18080.64,76945.67,7877.32,3151.86,Truck,41706.21,28.9253,9696.28,765.46,75.69,3125,0.32,Renewable Adoption,238894.22,10.44,38.08,0.78,Automotive Industry
C035,2024-02-03,Energy,51150.72,10452.63,40698.09,8929.77,1473.58,Air,14162.17,19.6833,4837.1,442.43,93.38,2933,0.34,Process Reengineering,260092.41,12.85,31.18,0.42,Logistics
C035,2024-02-04,Energy,123800.05,13016.23,110783.82,1901.99,3151.82,Ship,76297.42,52.65,9934.23,1221.36,82.24,835,0.51,Process Reengineering,382425.49,13.38,23.15,0.61,Steel Manufacturing
C035,2024-02-05,Energy,136119.5,36635.5,99484.0,9700.92,729.17,Rail,37804.42,30.4248,14060.92,1462.19,76.56,1434,0.44,Renewable Adoption,255546.08,21.23,33.14,0.76,Cement Production
C035,2024-02-06,Energy,119786.88,17811.93,101974.95,9284.69,4138.61,Air,77738.96,32.5499,14319.31,1561.43,61.8,3855,0.82,Renewable Adoption,495994.83,9.56,22.17,0.54,Automotive Industry
C035,2024-02-07,Energy,191815.78,24174.87,167640.91,4778.41,1684.28,Truck,26545.52,60.7738,16541.5,2313.52,73.63,3343,0.65,Carbon Tax Compliance,380914.32,24.52,28.5,0.56,Logistics
C035,2024-02-08,Energy,108766.52,50088.37,58678.15,5050.87,2876.45,Ship,73376.8,27.017,7527.58,692.28,68.92,2665,0.35,Carbon Tax Compliance,188499.64,22.42,64.98,0.47,Steel Manufacturing
C035,2024-02-09,Energy,139357.75,23651.09,115706.66,3145.85,2847.96,Rail,40946.05,49.2054,13614.61,1392.04,93.33,776,0.5,Carbon Tax Compliance,153524.91,14.62,25.9,0.94,Cement Production
C035,2024-02-10,Energy,120096.98,12862.23,107234.75,7689.25,2621.45,Rail,19176.14,53.4146,13452.46,2265.34,82.91,1805,0.58,Efficiency Upgrade,297704.17,10.98,27.34,0.54,Automotive Industry
C035,2024-02-11,Energy,147719.48,15271.78,132447.7,8482.38,4174.55,Rail,32613.41,65.3772,15917.05,2221.03,60.37,3753,0.55,Renewable Adoption,345062.33,9.33,26.88,0.81,Logistics
C035,2024-02-12,Energy,157392.28,42874.44,114517.84,6083.3,3574.02,Air,79069.79,44.8295,13107.59,1643.62,82.26,4558,0.86,Efficiency Upgrade,413673.2,22.65,33.5,0.66,Steel Manufacturing
C035,2024-02-13,Energy,180394.93,21154.79,159240.14,3354.21,1722.77,Air,34736.04,62.024,11133.68,2957.98,77.82,3689,0.42,Process Reengineering,222673.44,19.13,16.86,0.75,Cement Production
C035,2024-02-14,Energy,190764.23,105026.91,85737.32,3369.75,3573.74,Rail,41593.7,32.4339,14376.01,925.95,68.44,3140,0.52,Renewable Adoption,439393.93,16.06,64.81,0.52,Automotive Industry
C035,2024-02-15,Energy,155660.77,34255.93,121404.84,3752.77,4621.48,Rail,72876.81,48.1447,15040.18,1332.31,62.58,3284,0.51,Process Reengineering,396897.75,16.86,38.18,0.73,Logistics
C035,2024-02-16,Energy,99357.75,10452.74,88905.01,4011.02,2536.37,Air,30163.35,42.2789,5734.73,1810.65,93.72,1058,0.68,Renewable Adoption,299830.87,23.29,25.83,0.58,Steel Manufacturing
C035,2024-02-17,Energy,95077.78,54716.77,40361.01,8872.69,889.66,Rail,28037.6,12.6955,7810.79,439.57,72.75,4302,0.31,Carbon Tax Compliance,386392.67,8.24,73.87,0.47,Cement Production
C035,2024-02-18,Energy,70883.47,27952.61,42930.86,7997.9,4087.51,Rail,73152.87,19.8333,6630.0,491.37,93.51,3145,0.84,Carbon Tax Compliance,340623.68,22.43,55.92,0.89,Automotive Industry
C035,2024-02-19,Energy,127495.47,14688.85,112806.62,4248.52,3530.48,Rail,47105.67,39.5417,13406.73,1822.35,73.76,1327,0.4,Efficiency Upgrade,260728.11,17.66,17.37,0.51,Logistics
C035,2024-02-20,Energy,190051.82,112792.43,77259.39,9817.85,3876.81,Ship,64111.66,31.0219,11437.05,1503.8,65.51,4851,0.55,Process Reengineering,184760.56,9.5,69.59,0.44,Steel Manufacturing
C035,2024-02-21,Energy,86789.45,38463.14,48326.31,3397.43,4569.43,Air,22820.31,22.1016,7997.88,530.6,67.56,3377,0.88,Renewable Adoption,474750.09,6.06,50.83,0.85,Cement Production
C035,2024-02-22,Energy,162128.83,72349.08,89779.75,3518.83,2460.15,Air,35943.27,39.9769,16145.54,1224.46,75.54,736,0.86,Process Reengineering,238632.05,15.73,63.39,0.44,Automotive Industry
C035,2024-02-23,Energy,193676.95,66322.43,127354.52,9224.27,2762.51,Truck,32647.1,54.1403,12505.32,1220.82,63.51,1291,0.83,Process Reengineering,200905.69,8.67,43.41,0.73,Logistics
C035,2024-02-24,Energy,198820.99,45936.62,152884.37,8341.6,2039.4,Truck,12696.42,61.3279,12349.53,1629.86,83.13,843,0.7,Process Reengineering,252363.01,14.35,31.51,0.89,Steel Manufacturing
C035,2024-02-25,Energy,82989.8,30474.44,52515.36,1839.12,4626.78,Truck,28630.97,24.5984,5955.21,793.35,64.03,4320,0.63,Renewable Adoption,319095.9,8.72,45.09,0.88,Cement Production
C035,2024-02-26,Energy,78047.86,28631.73,49416.13,8985.66,3958.66,Air,13840.8,24.1115,6867.15,1133.63,80.39,2689,0.71,Efficiency Upgrade,323475.69,18.68,52.26,0.78,Automotive Industry
C035,2024-02-27,Energy,123157.23,47385.89,75771.34,8783.23,2110.77,Air,78447.69,31.6694,7103.37,1407.04,77.22,4628,0.77,Renewable Adoption,497080.89,20.92,57.0,0.57,Logistics
C035,2024-02-28,Energy,142555.25,72058.33,70496.92,2860.85,1279.67,Ship,27586.69,31.5391,14379.92,1157.26,91.41,2057,0.36,Carbon Tax Compliance,400450.84,24.14,68.99,0.49,Steel Manufacturing
C035,2024-02-29,Energy,94657.63,37582.51,57075.12,9654.67,2354.34,Air,43205.69,26.8125,8811.39,783.88,70.45,3049,0.49,Carbon Tax Compliance,294262.86,11.07,59.09,0.76,Cement Production
C035,2024-03-01,Energy,121853.96,40840.43,81013.53,6141.98,1066.72,Truck,14132.2,36.7427,7547.13,1087.3,67.09,1058,0.37,Process Reengineering,118133.08,13.64,42.7,0.8,Automotive Industry
C035,2024-03-02,Energy,199247.76,100512.35,98735.41,3028.35,3971.98,Truck,10241.79,45.905,17231.48,1647.09,92.07,792,0.63,Efficiency Upgrade,228512.56,11.42,60.62,0.82,Logistics
C035,2024-03-03,Energy,173782.81,70961.57,102821.24,5318.47,914.45,Air,13025.41,44.8224,12494.81,1018.68,92.2,3035,0.32,Process Reengineering,276246.8,6.16,57.35,0.93,Steel Manufacturing
C035,2024-03-04,Energy,54922.72,23429.51,31493.21,9783.89,4585.53,Truck,52464.97,15.0189,6119.83,733.13,92.89,4013,0.32,Process Reengineering,237538.0,23.35,49.93,0.9,Cement Production
C035,2024-03-05,Energy,116545.02,60512.14,56032.88,7028.07,1840.09,Truck,34607.88,22.5664,6629.09,464.91,75.81,641,0.45,Carbon Tax Compliance,399230.22,15.04,71.25,0.44,Automotive Industry
C035,2024-03-06,Energy,163895.03,82685.65,81209.38,6559.95,2623.51,Truck,79141.04,37.9856,8628.7,1760.61,80.85,4019,0.66,Carbon Tax Compliance,383615.63,9.96,61.65,0.81,Logistics
C035,2024-03-07,Energy,144372.84,44345.03,100027.81,4107.02,4626.9,Air,36966.54,37.2289,12203.82,750.24,63.59,2004,0.32,Efficiency Upgrade,249097.45,5.97,44.86,0.79,Steel Manufacturing
C035,2024-03-08,Energy,67044.91,13882.45,53162.46,8986.18,2465.57,Air,13638.02,18.4586,4068.94,897.55,77.7,3390,0.51,Renewable Adoption,162868.56,18.95,32.26,0.89,Cement Production
C035,2024-03-09,Energy,94314.02,27079.94,67234.08,5769.18,3571.51,Truck,64927.76,32.1168,8238.74,1292.93,85.87,2871,0.59,Process Reengineering,271716.25,7.67,42.38,0.56,Automotive Industry
C035,2024-03-10,Energy,133591.51,43107.24,90484.27,2776.0,2724.29,Rail,58449.47,28.6181,10005.52,1265.81,63.89,2590,0.92,Renewable Adoption,392048.49,11.8,51.73,0.55,Logistics
